Name,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,Year,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Year_as_date
The Incredibles,GC,Thq,Heavy Iron Studios,6.2,,0.84,2004,Action,0.65,0.17,0.0,0.02,0.84,2004-01-01
Skate 2,PS3,Electronic Arts,EA Black Box,8.2,,0.84,2009,Sports,0.46,0.26,0.01,0.12,0.85,2009-01-01
Petz Dogz Fashion,DS,Ubisoft,Ubisoft,6.639999999999999,,0.84,2008,Simulation,0.46,0.3,0.0,0.09,0.84,2008-01-01
Atv Quad Power Racing 2,PS2,Acclaim Entertainment,Climax Entertainment,6.8,,0.84,2003,Racing,0.41,0.32,0.0,0.11,0.84,2003-01-01
Lego Batman 3: Beyond Gotham,PS3,Warner Bros. Interactive Entertainment,Traveller's Tales,7.72,,0.84,2014,Action,0.33,0.35,0.0,0.13,0.81,2014-01-01
Zombiu,WIIU,Ubisoft,Ubisoft Montpellier,6.900000000000002,7.7,0.84,2012,Action,0.53,0.36,0.05,0.08,1.02,2012-01-01
Rocket Power: Team Rocket Rescue,PS,Thq,Darkblack,6.7200000000000015,,0.84,2001,Sports,0.47,0.32,0.0,0.05,0.84,2001-01-01
Harry Potter And The Order Of The Phoenix,DS,Electronic Arts,Visual Impact,6.000000000000001,,0.84,2007,Action,0.28,0.47,0.0,0.1,0.85,2007-01-01
Street Fighter X Tekken,PS3,Capcom,Capcom,7.5,,0.84,2012,Fighting,0.42,0.22,0.1,0.1,0.84,2012-01-01
Mlb 13: The Show,PS3,Sony Computer Entertainment,SCE San Diego Studio,8.5,,0.84,2013,Sports,0.66,0.0,0.0,0.05,0.71,2013-01-01
Espn College Hoops 2K5,PS2,Sega,Visual Concepts,8.8,,0.84,2004,Sports,0.41,0.32,0.0,0.11,0.84,2004-01-01
Blazing Angels: Squadrons Of Wwii,WII,Ubisoft,Ubisoft Romania,4.7,,0.84,2007,Simulation,0.74,0.04,0.0,0.06,0.85,2007-01-01
Metroid: Zero Mission,GBA,Nintendo,Nintendo R&D1,8.9,,0.84,2004,Adventure,0.6,0.22,0.0,0.01,0.84,2004-01-01
Dj Hero 2,X360,Activision,FreeStyle Games,8.5,,0.83,2010,Misc,0.64,0.12,0.0,0.06,0.82,2010-01-01
Call Of Duty: Modern Warfare 3,WII,Activision,Infinity Ward,4.5,,0.83,2011,Shooter,0.6,0.21,0.0,0.08,0.89,2011-01-01
Need For Speed: Nitro,WII,Electronic Arts,EA Montreal,6.999999999999999,,0.83,2009,Racing,0.46,0.31,0.0,0.08,0.85,2009-01-01
Stranglehold,X360,Midway Games,Midway Games,8.0,,0.83,2007,Shooter,0.4,0.33,0.01,0.09,0.82,2007-01-01
Metal Gear Solid V: The Phantom Pain,XONE,Konami Digital Entertainment,Kojima Productions,9.5,7.4,0.83,2015,Action,0.37,0.26,0.01,0.06,0.71,2015-01-01
Dragon Age Ii,PS3,Electronic Arts,BioWare Corp.,7.700000000000001,,0.83,2011,Action,0.4,0.27,0.05,0.12,0.84,2011-01-01
Lizzie Mcguire 2: Lizzie Diaries,GBA,Disney Interactive Studios,Artificial Mind and Movement,7.240000000000001,,0.83,2004,Action,0.6,0.22,0.0,0.01,0.83,2004-01-01
Wwe Smackdown Vs. Raw 2009,WII,Thq,Yuke's Media Creations,8.2,,0.83,2008,Fighting,0.44,0.31,0.0,0.08,0.83,2008-01-01
Brute Force,XB,Microsoft Game Studios,Digital Anvil,8.1,,0.83,2003,Shooter,0.62,0.18,0.01,0.03,0.83,2003-01-01
Rayman Origins,WII,Ubisoft,Ubisoft,9.5,,0.83,2011,Platform,0.23,0.29,0.0,0.07,0.58,2011-01-01
Sniper: Ghost Warrior,PS3,City Interactive,City Interactive,4.5,,0.83,2011,Shooter,0.26,0.36,0.04,0.14,0.8,2011-01-01
Sly 3: Honor Among Thieves,PS2,Sony Computer Entertainment,Sucker Punch,8.1,,0.83,2005,Platform,0.69,0.03,0.0,0.11,0.83,2005-01-01
Twisted Metal (2012),PS3,Sony Computer Entertainment,Eat Sleep Play,7.9,,0.83,2012,Action,0.67,0.07,0.0,0.07,0.82,2012-01-01
Guitar Hero Live,XONE,Activision,FreeStyleGames,8.1,5.1,0.83,2015,Misc,0.29,0.17,0.0,0.05,0.51,2015-01-01
Medievil,PS,Sony Computer Entertainment,SCEE Cambridge,7.800000000000001,,0.83,1998,Platform,0.46,0.31,0.0,0.05,0.83,1998-01-01
Casper,PS,Interplay,Funcom,4.900000000000001,,0.83,1996,Adventure,0.46,0.31,0.0,0.05,0.83,1996-01-01
James Bond 007: Nightfire,XB,Electronic Arts,Eurocom Entertainment Software,8.040000000000001,,0.82,2002,Shooter,0.58,0.22,0.0,0.03,0.82,2002-01-01
Tony Hawk'S Underground 2 Remix,PSP,Activision,Shaba Games,8.5,,0.82,2005,Sports,0.46,0.21,0.0,0.15,0.82,2005-01-01
Marvel: Ultimate Alliance,PS2,Activision,Raven Software,8.1,,0.82,2006,Role-Playing,0.69,0.03,0.0,0.11,0.82,2006-01-01
Tony Hawk'S Pro Skater 3,GC,Activision,Neversoft Entertainment,9.1,,0.82,2001,Sports,0.64,0.17,0.0,0.02,0.82,2001-01-01
Fifa 17,X360,Electronic Arts,EA Canada,7.96,,0.82,2016,Sports,0.03,0.13,0.0,0.01,0.18,2016-01-01
I Spy: Fun House,DS,Scholastic Inc.,Big Blue Bubble Inc.,5.000000000000001,,0.82,2007,Puzzle,0.77,0.0,0.0,0.06,0.83,2007-01-01
Need For Speed: Hot Pursuit 2,XB,Electronic Arts,EA Black Box,8.2,,0.82,2002,Racing,0.68,0.11,0.0,0.03,0.82,2002-01-01
The Price Is Right,WII,Ubisoft,Ludia Inc.,7.5,,0.82,2008,Misc,0.77,0.0,0.0,0.06,0.83,2008-01-01
Killer Instinct Gold,N64,Nintendo,Rare Ltd.,6.880000000000001,,0.82,1996,Fighting,0.61,0.19,0.0,0.01,0.82,1996-01-01
Medievil: Resurrection,PSP,Sony Computer Entertainment,SCEE,6.500000000000001,,0.82,2005,Adventure,0.19,0.41,0.0,0.22,0.82,2005-01-01
Rocket Power: Beach Bandits,PS2,Thq,Evolution Games,7.459999999999999,,0.82,2002,Platform,0.4,0.31,0.0,0.1,0.82,2002-01-01
Pro Evolution Soccer 2016,PS4,Konami Digital Entertainment,PES Productions,8.7,7.2,0.82,2015,Sports,0.13,0.42,0.13,0.1,0.78,2015-01-01
Shin Megami Tensei: Persona 4,PS2,Atlus,Atlus,9.2,,0.82,2008,Role-Playing,0.34,0.04,0.36,0.08,0.82,2008-01-01
Ready 2 Rumble Boxing: Round 2,PS2,Midway Games,Midway Games,7.9,,0.81,2000,Fighting,0.4,0.31,0.0,0.1,0.81,2000-01-01
Kamaitachi No Yoru,SNES,Chunsoft,ChunSoft,8.260000000000002,,0.81,1994,Adventure,0.0,0.0,0.81,0.0,0.81,1994-01-01
Imagine: Rock Star,DS,Ubisoft,Gevo Entertainment,3.2,,0.81,2008,Simulation,0.4,0.33,0.0,0.09,0.82,2008-01-01
Super Bomberman 2,SNES,Hudson Soft,Produce!,8.260000000000002,,0.81,1994,Puzzle,0.0,0.0,0.81,0.0,0.81,1994-01-01
The Legend Of Zelda: Four Swords Adventures,GC,Nintendo,Nintendo EAD,8.4,,0.81,2004,Action,0.63,0.16,0.0,0.02,0.81,2004-01-01
Final Fantasy Type-0,PSP,Unknown,Square Enix,7.059999999999999,,0.81,2011,Role-Playing,0.0,0.0,0.81,0.0,0.81,2011-01-01
Army Men: Sarge'S Heroes,N64,3Do,3DO,4.2,,0.81,1999,Action,0.68,0.12,0.0,0.01,0.81,1999-01-01
Empire: Total War,PC,Sega,The Creative Assembly,8.9,,0.81,2009,Strategy,0.01,0.97,0.0,0.11,1.09,2009-01-01
Football Manager 2015,PC,Sega,Sports Interactive,8.0,6.1,0.81,2014,Simulation,0.0,0.43,0.0,0.05,0.48,2014-01-01
Mega Man,NES,Capcom,Capcom,7.799999999999999,,0.81,1987,Platform,0.45,0.08,0.27,0.01,0.81,1987-01-01
Resident Evil 2: Dual Shock Edition,PS,Capcom,Capcom,9.0,,0.81,1998,Action,0.0,0.0,0.26,0.02,0.27,1998-01-01
Dragon Quest Heroes: The World'S Tree Woe And The Blight Below,PS4,Square Enix,Square Enix,7.800000000000001,,0.81,2015,Action,0.16,0.13,0.37,0.06,0.71,2015-01-01
Lego Dimensions,PS3,Warner Bros. Interactive Entertainment,Traveller's Tales,7.14,,0.81,2015,Action,0.15,0.3,0.0,0.09,0.54,2015-01-01
Tom Clancy'S Rainbow Six 3,PS2,Ubisoft,Ubisoft Montreal / Red Storm Entertainment,6.999999999999999,,0.81,2004,Shooter,0.4,0.31,0.0,0.1,0.81,2004-01-01
Battle Of Giants: Dinosaurs,DS,Ubisoft,Ubisoft Quebec,6.7,,0.81,2008,Strategy,0.38,0.37,0.0,0.09,0.83,2008-01-01
Singstar Vol. 2,PS3,Sony Computer Entertainment,SCEE London Studio,7.12,,0.81,2008,Misc,0.29,0.4,0.0,0.13,0.82,2008-01-01
Need For Speed Rivals,X360,Electronic Arts,Ghost Games,6.999999999999999,,0.81,2013,Racing,0.37,0.38,0.01,0.08,0.84,2013-01-01
Guitar Hero: Warriors Of Rock,PS3,Activision,Neversoft Entertainment,6.000000000000001,,0.81,2010,Misc,0.33,0.35,0.0,0.14,0.82,2010-01-01
Final Fantasy Xi: Wings Of The Goddess,PS2,Square Enix,Square Enix,6.22,,0.81,2007,Role-Playing,0.35,0.27,0.09,0.09,0.81,2007-01-01
The Sims 2,PS2,Electronic Arts,Maxis,8.5,,0.81,2005,Simulation,0.67,0.03,0.0,0.11,0.81,2005-01-01
Golden Sun: Dark Dawn,DS,Nintendo,Camelot Software Planning,8.0,,0.81,2010,Role-Playing,0.56,0.11,0.13,0.05,0.84,2010-01-01
Star Wars Rogue Squadron Iii: Rebel Strike,GC,Lucasarts,Factor 5,8.3,,0.8,2003,Simulation,0.62,0.16,0.0,0.02,0.8,2003-01-01
Moto Racer,PS,Electronic Arts,Delphine Software International,7.5,,0.8,1997,Racing,0.45,0.3,0.0,0.05,0.8,1997-01-01
Hitman: Contracts,PS2,Eidos Interactive,IO Interactive,8.4,,0.8,2004,Shooter,0.39,0.31,0.0,0.1,0.8,2004-01-01
Deca Sports 2,WII,Hudson Soft,Hudson Soft,5.3,,0.8,2009,Sports,0.33,0.34,0.09,0.07,0.82,2009-01-01
Final Fantasy Anthology,PS,Square Ea,SquareSoft,8.6,,0.8,1999,Role-Playing,0.45,0.3,0.0,0.05,0.8,1999-01-01
Dirt 2,X360,Codemasters,Codemasters,8.8,,0.8,2009,Racing,0.32,0.4,0.0,0.09,0.81,2009-01-01
Star Wars The Clone Wars: Republic Heroes,WII,Lucasarts,Krome Studios,4.8,,0.8,2009,Action,0.44,0.3,0.0,0.08,0.82,2009-01-01
The Sims 2: Pets,PSP,Electronic Arts,Maxis,5.8,,0.8,2006,Simulation,0.19,0.39,0.0,0.22,0.8,2006-01-01
Tom Clancy'S Ghost Recon Advanced Warfighter,X360,Ubisoft,Ubisoft Paris,9.1,,0.8,2006,Shooter,1.4,0.02,0.02,0.1,1.54,2006-01-01
Prince Of Persia: Warrior Within,XB,Ubisoft,Ubisoft Montreal,8.7,,0.8,2004,Action,0.48,0.28,0.0,0.04,0.8,2004-01-01
Mario & Sonic At The Sochi 2014 Olympic Winter Games,WIIU,Nintendo,Sega Sports R&D,5.900000000000001,6.1,0.8,2013,Sports,0.39,0.22,0.13,0.06,0.8,2013-01-01
Guitar Hero: Metallica,X360,Activision,Neversoft Entertainment,8.5,,0.8,2009,Misc,0.52,0.21,0.0,0.07,0.81,2009-01-01
Hasbro Family Game Night 3,WII,Electronic Arts,EA Bright Light,6.659999999999998,,0.8,2010,Misc,0.47,0.28,0.0,0.07,0.82,2010-01-01
Need For Speed: Hot Pursuit 2,GC,Electronic Arts,EA Seattle,7.5,,0.8,2002,Racing,0.68,0.09,0.0,0.02,0.8,2002-01-01
Rayman Raving Rabbids 2,DS,Ubisoft,Ubisoft Paris,5.000000000000001,,0.8,2007,Misc,0.73,0.01,0.0,0.06,0.8,2007-01-01
Dragon'S Dogma,X360,Capcom,Capcom,7.5,,0.79,2012,Role-Playing,0.42,0.24,0.07,0.06,0.8,2012-01-01
Guitar Hero: Aerosmith,PS2,Activision,BudCat Creations,6.999999999999999,,0.79,2008,Misc,0.61,0.0,0.0,0.18,0.79,2008-01-01
The Sims 2: Castaway,PSP,Electronic Arts,Maxis,5.900000000000001,,0.79,2007,Simulation,0.08,0.46,0.0,0.25,0.8,2007-01-01
All Star Cheer Squad,WII,Thq,Gorilla Systems,6.139999999999999,,0.79,2008,Sports,0.43,0.29,0.0,0.08,0.8,2008-01-01
Dead Island: Riptide,X360,Deep Silver,Techland,5.6000000000000005,,0.79,2013,Action,0.44,0.27,0.01,0.07,0.79,2013-01-01
Momotarou Dentetsu 7,PS,Hudson Entertainment,Hudson Soft,8.22,,0.79,1997,Simulation,0.0,0.0,0.74,0.05,0.79,1997-01-01
Darksiders Ii,X360,Thq,Vigil Games,8.6,,0.79,2012,Action,0.45,0.28,0.0,0.07,0.8,2012-01-01
Motocross Mania,PS,Take-Two Interactive,Deibus Studios,6.499999999999999,,0.79,2001,Racing,0.44,0.3,0.0,0.05,0.79,2001-01-01
Band Hero,X360,Activision,Neversoft Entertainment,7.6,,0.79,2009,Misc,0.51,0.22,0.0,0.07,0.8,2009-01-01
Football Manager 2014,PC,Sega,Sports Interactive,8.4,5.6,0.79,2013,Sports,0.0,0.6,0.0,0.1,0.71,2013-01-01
Mega Man 5,NES,Capcom,Capcom,8.159999999999998,,0.79,1992,Platform,0.39,0.07,0.32,0.01,0.79,1992-01-01
Wcw Mayhem,N64,Electronic Arts,Kodiak Interactive,8.5,,0.79,1999,Fighting,0.63,0.15,0.0,0.01,0.79,1999-01-01
Dragon Quest Monsters 2,3DS,Square Enix,TOSE Software,7.1400000000000015,,0.79,2014,Role-Playing,0.0,0.0,0.79,0.0,0.79,2014-01-01
The Godfather Ii,X360,Electronic Arts,EA Redwood Shores,6.2,,0.79,2009,Action,0.47,0.24,0.01,0.08,0.79,2009-01-01
Major League Baseball Featuring Ken Griffey Jr,N64,Nintendo,Angel Studios,7.4,,0.79,1998,Sports,0.75,0.03,0.0,0.01,0.79,1998-01-01
Ncaa Football 08,PS2,Electronic Arts,EA Tiburon,8.1,,0.79,2007,Sports,0.65,0.03,0.0,0.11,0.79,2007-01-01
Star Ocean: The Last Hope,X360,Square Enix,tri-Ace,7.300000000000001,8.0,0.79,2009,Role-Playing,0.32,0.2,0.21,0.06,0.79,2009-01-01
Final Fantasy Xiv: A Realm Reborn,PS4,Square Enix,Square Enix,7.059999999999999,,0.79,2014,Role-Playing,0.32,0.22,0.08,0.1,0.72,2014-01-01
Red Faction: Armageddon,PC,Thq,Volition Inc.,7.300000000000001,6.7,0.79,2011,Shooter,0.05,0.02,0.0,0.01,0.09,2011-01-01
Madworld,WII,Sega,PlatinumGames,8.1,8.1,0.78,2009,Action,0.46,0.25,0.02,0.07,0.8,2009-01-01
Destiny: The Collection,PS4,Activision,Bungie,7.840000000000001,,0.78,2016,Shooter,0.01,0.04,0.0,0.01,0.06,2016-01-01
Too Human,X360,Microsoft Game Studios,Silicon Knights,6.500000000000001,,0.78,2008,Role-Playing,0.38,0.3,0.03,0.08,0.79,2008-01-01
Dj Hero 2,PS3,Activision,FreeStyle Games,8.4,,0.78,2010,Misc,0.47,0.19,0.0,0.09,0.75,2010-01-01
Yars' Revenge,2600,Atari,Atari,8.0,,0.78,1982,Shooter,0.73,0.04,0.0,0.01,0.78,1982-01-01
Aliens: Colonial Marines,X360,Sega,Gearbox Software,4.5,,0.78,2013,Shooter,0.36,0.37,0.0,0.07,0.8,2013-01-01
Lego Jurassic World,XONE,Warner Bros. Interactive Entertainment,Traveller's Tales,6.999999999999999,6.6,0.78,2015,Action,0.35,0.22,0.0,0.06,0.63,2015-01-01
Star Wars: The Force Unleashed Ii,WII,Lucasarts,LucasArts,7.5,,0.78,2010,Action,0.54,0.19,0.0,0.06,0.8,2010-01-01
Tom Clancy'S Splinter Cell: Double Agent,X360,Ubisoft,Ubisoft Shanghai,8.5,8.3,0.78,2006,Action,0.67,0.05,0.01,0.06,0.78,2006-01-01
Dj Hero,WII,Activision,FreeStyleGames,8.6,,0.78,2009,Misc,0.47,0.23,0.0,0.07,0.77,2009-01-01
Star Wars The Clone Wars: Jedi Alliance,DS,Lucasarts,Krome Studios,6.460000000000001,,0.78,2008,Action,0.62,0.11,0.0,0.07,0.79,2008-01-01
Drawn To Life,DS,Thq,5TH Cell,7.9,,0.78,2007,Action,0.71,0.02,0.0,0.06,0.79,2007-01-01
Battle Stations,PS,Electronic Arts,Realtime Associates,6.000000000000001,,0.78,1997,Strategy,0.43,0.29,0.0,0.05,0.78,1997-01-01
Rayman Origins,X360,Ubisoft,Ubisoft,9.0,,0.78,2011,Platform,0.38,0.34,0.0,0.08,0.79,2011-01-01
Goldeneye 007: Reloaded,PS3,Activision,Eurocom,7.4,,0.78,2011,Shooter,0.33,0.35,0.0,0.13,0.8,2011-01-01
Need For Speed: Prostreet,PSP,Electronic Arts,EA Black Box,5.6000000000000005,,0.78,2008,Racing,0.24,0.33,0.01,0.2,0.78,2008-01-01
Torneko No Daibouken: Fushigi No Dungeon,SNES,Chunsoft,ChunSoft,7.86,,0.78,1993,Role-Playing,0.0,0.0,0.78,0.0,0.78,1993-01-01
James Bond 007: Nightfire,GC,Electronic Arts,Eurocom Entertainment Software,8.1,,0.78,2002,Shooter,0.6,0.16,0.0,0.02,0.78,2002-01-01
Dragon Age: Inquisition,PC,Electronic Arts,BioWare Edmonton,8.5,5.9,0.78,2014,Role-Playing,0.32,0.34,0.0,0.07,0.73,2014-01-01
Nba Shootout 98,PS,Sony Computer Entertainment,Sony Interactive Studios America,7.14,,0.78,1998,Sports,0.43,0.29,0.0,0.05,0.78,1998-01-01
Abba: You Can Dance,WII,Ubisoft,Ubisoft,8.22,,0.77,2011,Misc,0.19,0.5,0.0,0.11,0.8,2011-01-01
Worms: Open Warfare,PSP,Thq,Team17 Software,6.900000000000002,,0.77,2006,Strategy,0.11,0.43,0.0,0.24,0.78,2006-01-01
Minecraft: Story Mode,XONE,Mojang,Telltale Games,7.519999999999999,,0.77,2015,Adventure,0.29,0.21,0.0,0.05,0.54,2015-01-01
Lips,X360,Microsoft Game Studios,iNiS,7.099999999999999,,0.77,2008,Misc,0.12,0.56,0.0,0.1,0.78,2008-01-01
Caesars Palace 2000: Millennium Gold Edition,PS,Interplay,Runecraft,5.000000000000001,,0.77,2000,Misc,0.43,0.29,0.0,0.05,0.77,2000-01-01
Ufc Personal Trainer: The Ultimate Fitness System,X360,Thq,THQ,6.000000000000001,,0.77,2011,Sports,0.53,0.19,0.0,0.06,0.78,2011-01-01
Perfect Dark Zero,X360,Microsoft Game Studios,Rare Ltd.,8.1,8.9,0.77,2005,Shooter,0.66,0.02,0.03,0.06,0.77,2005-01-01
Marvel Nemesis: Rise Of The Imperfects,PS2,Electronic Arts,Nihilistic Software,5.000000000000001,,0.77,2005,Fighting,0.64,0.02,0.0,0.1,0.77,2005-01-01
Boxing,2600,Activision,Activision,8.0,,0.77,1980,Fighting,0.72,0.04,0.0,0.01,0.77,1980-01-01
Resident Evil: Operation Raccoon City,X360,Capcom,Slant Six Games,4.0,,0.77,2012,Action,0.55,0.15,0.03,0.06,0.78,2012-01-01
Ghost Squad,WII,Sega,Polygon Magic,6.999999999999999,,0.77,2007,Shooter,0.42,0.21,0.08,0.07,0.79,2007-01-01
Star Wars Battlefront: Elite Squadron,PSP,Lucasarts,Savage Entertainment,6.000000000000001,,0.77,2009,Shooter,0.38,0.24,0.0,0.16,0.78,2009-01-01
Star Wars Episode Ii: Attack Of The Clones,GBA,Thq,David A. Palmer Productions,8.0,,0.77,2002,Action,0.55,0.2,0.0,0.01,0.77,2002-01-01
The Sims 3,3DS,Electronic Arts,The Sims Studio,5.6000000000000005,3.1,0.77,2011,Simulation,0.3,0.37,0.03,0.07,0.76,2011-01-01
Twisted Metal: Head On,PSP,Sony Computer Entertainment,Incognito Inc.,7.5,,0.77,2005,Action,0.71,0.0,0.0,0.06,0.77,2005-01-01
Donkey Kong Country 3,GBA,Nintendo,Rare Ltd.,7.5,,0.77,2005,Platform,0.45,0.17,0.14,0.01,0.77,2005-01-01
All-Star Baseball 2003,PS2,Acclaim Entertainment,Acclaim Entertainment,8.9,,0.77,2002,Sports,0.38,0.29,0.0,0.1,0.77,2002-01-01
Sonic & Sega All-Stars Racing With Banjo-Kazooie,X360,Sega,Sumo Digital,7.700000000000001,,0.77,2010,Racing,0.37,0.35,0.0,0.07,0.8,2010-01-01
Sonic Unleashed,PS2,Sega,Sonic Team/Dimps Corporation,6.999999999999999,,0.76,2008,Platform,0.37,0.04,0.0,0.36,0.76,2008-01-01
Resident Evil: Revelations,PS3,Capcom,Capcom,7.6,,0.76,2013,Action,0.14,0.32,0.22,0.12,0.8,2013-01-01
Pro Evolution Soccer 2015,PS4,Konami Digital Entertainment,PES Productions,8.2,7.1,0.76,2014,Sports,0.09,0.43,0.11,0.13,0.76,2014-01-01
Banjo-Kazooie: Nuts & Bolts,X360,Microsoft Game Studios,Rare Ltd.,8.0,,0.76,2008,Platform,0.32,0.36,0.0,0.09,0.78,2008-01-01
Driv3R,XB,Atari,Reflections Interactive,7.72,,0.76,2004,Racing,0.36,0.38,0.0,0.03,0.76,2004-01-01
Mercenaries: Playground Of Destruction,PS2,Lucasarts,Pandemic Studios,7.58,,0.76,2005,Action,0.64,0.02,0.0,0.1,0.76,2005-01-01
Mtv Celebrity Deathmatch,PS2,Gotham Games,Big Ape Productions,6.72,,0.76,2003,Fighting,0.37,0.29,0.0,0.1,0.76,2003-01-01
Band Hero,PS3,Activision,Neversoft Entertainment,7.6,,0.76,2009,Misc,0.41,0.24,0.0,0.11,0.75,2009-01-01
Tony Hawk'S Pro Skater 2,N64,Activision,Edge of Reality,8.5,,0.76,2001,Sports,0.59,0.16,0.0,0.01,0.76,2001-01-01
Toy Story 3: The Video Game,X360,Disney Interactive Studios,Avalanche Software,7.5,,0.76,2010,Action,0.41,0.29,0.0,0.07,0.78,2010-01-01
Syphon Filter: The Omega Strain,PS2,Sony Computer Entertainment,SCEA Bend Studio,7.6,,0.76,2004,Shooter,0.37,0.29,0.0,0.1,0.76,2004-01-01
Mortal Kombat: Deception,XB,Midway Games,Midway Games,7.4,,0.76,2004,Fighting,0.61,0.12,0.0,0.03,0.76,2004-01-01
Assassin'S Creed: Revelations,PC,Ubisoft,Ubisoft Montreal,8.0,7.4,0.76,2011,Action,0.14,0.48,0.0,0.14,0.76,2011-01-01
Harry Potter And The Half-Blood Prince,WII,Electronic Arts,Bright Light Productions,6.000000000000001,3.8,0.76,2009,Action,0.28,0.4,0.0,0.09,0.77,2009-01-01
Lost Planet 2,X360,Capcom,Capcom,6.500000000000001,,0.76,2010,Shooter,0.38,0.24,0.08,0.06,0.76,2010-01-01
Legends Of Wrestling,PS2,Acclaim Entertainment,Acclaim?ÿStudios?ÿSalt?ÿLake?ÿCity,4.900000000000001,,0.76,2001,Fighting,0.37,0.29,0.0,0.1,0.76,2001-01-01
True Crime: New York City,PS2,Activision,Luxoflux,7.800000000000001,,0.76,2005,Action,0.57,0.02,0.07,0.09,0.76,2005-01-01
Kane & Lynch: Dead Men,X360,Eidos Interactive,IO Interactive,6.8,,0.76,2007,Shooter,0.36,0.31,0.01,0.08,0.76,2007-01-01
Wall-E,PS2,Thq,Asobo Studio,7.5,,0.75,2008,Platform,0.21,0.0,0.0,0.54,0.75,2008-01-01
Ratchet & Clank Collection,PS3,Sony Computer Entertainment,Idol Minds,7.300000000000001,,0.75,2012,Action,0.47,0.14,0.02,0.09,0.73,2012-01-01
Wolfenstein: The New Order,XONE,Bethesda Softworks,MachineGames,7.800000000000001,7.8,0.75,2014,Shooter,0.33,0.28,0.0,0.06,0.67,2014-01-01
Genji: Days Of The Blade,PS3,Sony Computer Entertainment,Game Republic,5.000000000000001,,0.75,2006,Action,0.18,0.38,0.06,0.14,0.76,2006-01-01
Drawn To Life: The Next Chapter,WII,Thq,Planet Moon Studios,5.8,,0.75,2009,Puzzle,0.29,0.39,0.0,0.08,0.76,2009-01-01
We Sing,WII,Nordic Games,Le Cortex,8.360000000000001,,0.75,2009,Misc,0.0,0.69,0.0,0.09,0.78,2009-01-01
Wwe Smackdown Vs. Raw 2009,PSP,Thq,Yuke's Media Creations,7.9,,0.75,2008,Fighting,0.41,0.21,0.0,0.14,0.75,2008-01-01
Disney Infinity 2.0: Marvel Super Heroes,PS4,Disney Interactive Studios,Avalanche Software,8.0,,0.75,2014,Action,0.26,0.24,0.0,0.1,0.6,2014-01-01
Kane & Lynch: Dead Men,PS3,Eidos Interactive,IO Interactive,6.8,,0.75,2007,Shooter,0.29,0.32,0.01,0.13,0.76,2007-01-01
Pro Evolution Soccer 2017,PS4,Konami Digital Entertainment,PES Productions,8.5,7.3,0.75,2016,Sports,0.01,0.16,0.09,0.03,0.28,2016-01-01
Shark Tale,PS2,Activision,Edge of Reality,6.999999999999999,,0.75,2004,Action,0.37,0.29,0.0,0.1,0.75,2004-01-01
Raving Rabbids: Travel In Time,WII,Ubisoft,Ubisoft Paris,6.999999999999999,,0.75,2010,Adventure,0.22,0.47,0.0,0.08,0.76,2010-01-01
Rock Band 4,XONE,Harmonix Music Systems,Harmonix Music Systems,7.9,6.5,0.75,2015,Misc,0.35,0.04,0.0,0.04,0.43,2015-01-01
Need For Speed: Shift,PSP,Electronic Arts,Slightly Mad Studios,7.879999999999999,,0.75,2009,Racing,0.16,0.38,0.01,0.21,0.76,2009-01-01
Tony Hawk'S Underground 2,XB,Activision,Neversoft Entertainment,8.4,,0.75,2004,Sports,0.48,0.24,0.0,0.03,0.75,2004-01-01
Skylanders: Trap Team,WIIU,Activision,Toys for Bob,7.420000000000001,,0.75,2014,Action,0.39,0.25,0.0,0.06,0.7,2014-01-01
Capcom Vs. Snk 2: Mark Of The Millennium 2001,PS2,Capcom,Capcom,7.9,,0.75,2001,Fighting,0.22,0.17,0.3,0.06,0.75,2001-01-01
Just Dance 2015,WIIU,Ubisoft,Ubisoft Paris,7.819999999999999,,0.75,2014,Misc,0.4,0.28,0.0,0.07,0.75,2014-01-01
Tom Clancy'S Rainbow Six: Vegas,PSP,Ubisoft,Ubisoft Montreal,5.8,,0.75,2007,Shooter,0.42,0.19,0.0,0.14,0.74,2007-01-01
The Lord Of The Rings: Conquest,PS3,Electronic Arts,Pandemic Studios,5.8,,0.75,2009,Action,0.38,0.26,0.0,0.12,0.76,2009-01-01
Spectrobes,DS,Disney Interactive Studios,Jupiter Corporation,6.2,,0.75,2007,Role-Playing,0.67,0.03,0.0,0.06,0.75,2007-01-01
Turok,X360,Touchstone,Propaganda Games,6.6000000000000005,,0.75,2008,Action,0.46,0.21,0.01,0.07,0.75,2008-01-01
Jump Ultimate Stars,DS,Nintendo,Ganbarion,6.460000000000001,,0.74,2006,Fighting,0.0,0.0,0.74,0.0,0.74,2006-01-01
Jampack Summer 2001,PS2,Sony Computer Entertainment,Sony Computer Entertainment America,7.300000000000001,,0.74,2001,Misc,0.36,0.28,0.0,0.1,0.74,2001-01-01
Mortal Kombat: Unchained,PSP,Midway Games,JGI Entertainment,6.999999999999999,,0.74,2006,Fighting,0.67,0.01,0.0,0.06,0.74,2006-01-01
Burnout,PS2,Acclaim Entertainment,Criterion Games,8.6,,0.74,2001,Racing,0.36,0.28,0.0,0.1,0.74,2001-01-01
